Título,URL,Procesado,Nota,Votos,Año,Reparto,Director,Compañías,Coproducción,Géneros,Premios,Presupuesto,Ingresos,Protagonistas
Nunca pasa nada,https://www.filmaffinity.com/es/film749076.html,Sí,7.3,1372.0,1963-01-01,"['Corinne Marchand', 'Antonio Casas', 'Jean-Pierre Cassel', 'Julia Gutiérrez Caba', 'María Luisa Ponte', 'Alfonso Godá', 'José Franco', 'Rafael Bardem', 'Tota Alba', 'Matilde Muñoz Sampedro', 'Ana María Ventura', 'Josefina Serratosa', 'Carmen Sánchez', 'Pilar Gómez Ferrer']",['Juan Antonio Bardem'],"['Cocinor', 'Les Films Marceau', 'Cesáreo González P.C']",['España-Francia'],"['Drama', 'Romance', 'Vida rural', 'Drama romántico']",['1963: Festival de Venecia: Sección Oficial'],0.0,0.0,Corinne Marchand
El pisito,https://www.filmaffinity.com/es/film717826.html,Sí,7.3,6641.0,1958-01-01,"['Mary Carrillo', 'José Luis López Vázquez', 'Concha López Silva', 'Celia Conde', 'José Cordero', 'Ángel Álvarez', 'María Luisa Ponte', 'Andrea Moro', 'Chus Lampreave']",['Marco Ferreri'],['Documento Films'],[],"['Comedia', 'Comedia negra']",[],0.0,1690.0,Mary Carrillo
Furtivos,https://www.filmaffinity.com/es/film924966.html,Sí,7.3,5790.0,1975-01-01,"['Lola Gaos', 'Ovidi Montllor', 'Alicia Sánchez', 'Ismael Merlo', 'José Luis Borau', 'Felipe Solano', 'Antonio Gamero']",['José Luis Borau'],['El Imán'],[],"['Drama', 'Vida rural', 'Caza']",['1975: Festival de San Sebastián: Concha de Oro - mejor película'],0.0,0.0,Lola Gaos
Abre los ojos,https://www.filmaffinity.com/es/film581441.html,Sí,7.3,71890.0,1997-01-01,"['Eduardo Noriega', 'Penélope Cruz', 'Chete Lera', 'Fele Martínez', 'Najwa Nimri', 'Gerard Barray', 'Pedro Miguel Martínez', 'Jorge de Juan', 'Miguel Palenzuela', 'Ion Gabella', 'Joserra Cadiñanos', 'Tristán Ulloa', 'Pepe Navarro', 'Walter Prieto']",['Alejandro Amenábar'],"['Las Producciones del Escorpión', 'Sogetel', 'Les Films Alain Sarde', 'Lucky Red']",['España-Francia-Italia'],"['Intriga', 'Thriller', 'Ciencia ficción', 'Drama', 'Drama psicológico', 'Película de culto']","['1998: Premios Goya: 10 nominaciones incluyendo mejor película y dirección', '1998: Festival de Berlín (Sección Panorama): Mención especial a la dirección', '1998: Festival de Tokyo: Mejor película - Tokyo Grand Prix']",2900000.0,370720.0,Eduardo Noriega
Un día más con vida,https://www.filmaffinity.com/es/film588749.html,Sí,7.3,4281.0,2018-01-01,"['Miroslaw Haniszewski', 'Vergil J. Smith', 'Tomasz Zietek', 'Olga Boladz', 'Rafal Fudalej', 'Pawel Paczesny', 'Jakub Kamienski']",['Raúl de la Fuente'],"['Platige Image', 'Kanaki Films', 'Puppetworks Animation Studio', 'Animationsfabrik', 'Umedia', 'Walking The Dog', 'Wüste Film West GmbH', 'Eurimages', 'Programme MEDIA de la Communauté Européenne', 'Polski Instytut Sztuki Filmowej']",['España-Polonia-Alemania-Bélgica-Hungría'],"['Animación', 'Drama', 'Animación para adultos', 'Colonialismo', 'Años 70', 'Periodismo', 'África', 'Basado en hechos reales']","['2018: Premios del Cine Europeo: Mejor film de animación', '2018: Premios Goya: Mejor película de animación', '2018: Festival de San Sebastián: Premio del público', '2019: Premios Platino: Mejor película de animación', '2019: Premios Quirino. 1 nominación']",5000000.0,134801.0,Miroslaw Haniszewski
Cerrar los ojos,https://www.filmaffinity.com/es/film792411.html,Sí,7.3,2070.0,2023-01-01,"['Manolo Solo', 'José Coronado', 'Ana Torrent', 'Soledad Villamil', 'Helena Miquel', 'Mario Pardo', 'Josep Maria Pou', 'María León', 'Petra Martínez', 'Juan Margallo', 'Dani Téllez', 'Antonio Dechent', 'Venecia Franco', 'Rocío Molina']",['Víctor Erice'],"['Tandem Films', 'Pampa Films', 'Pecado Films', 'Nautilus Films', 'Movistar Plus+', 'Canal Sur', 'RTVE']",['España-Argentina'],"['Drama', 'Cine dentro del cine']","['2023: Festival de Cannes: Sección ""Cannes Premiere"" (Fuera de concurso)']",0.0,0.0,Manolo Solo
La trinchera infinita,https://www.filmaffinity.com/es/film565820.html,Sí,7.3,22925.0,2019-01-01,"['Antonio de la Torre', 'Belén Cuesta', 'Vicente Vergara', 'José Manuel Poga', 'Emilio Palacios', 'José María del Castillo', 'Carlos Bernardino', 'Adrián Fernández', 'Nacho Fortes', 'Marco Cáceres', 'Joaquín Gómez', 'Esperanza Guardado', 'Óscar Corrales', 'Enrique Asenjo', 'Estefanía Rueda']",['Jon Garaño'],"['La Claqueta PC', 'Manny Films', 'Irusoin', 'Moriarti Produkzioak']",['España-Francia'],"['Drama', 'Basado en hechos reales', 'Guerra Civil Española', 'Posguerra española', 'Años 30', 'Años 40']","['2020: Premios del Cine Europeo (EFA): Mejor maquillaje y peluquería', '2020: Premios Platino: 8 nominaciones incluyendo mejor película', 'director y guion', '2019: Premios Goya: Mejor actriz (Belén Cuesta) y sonido. 15 nominaciones', '2019: Festival de San Sebastián: 4 premios', 'incluyendo Mejor dirección y guion', '2019: Premios Feroz: Mejor actriz (Belén Cuesta). 6 nominaciones', '2019: Premios Forqué: Mejor película. 3 nominaciones']",0.0,0.0,Antonio de la Torre
El Reino,https://www.filmaffinity.com/es/film140455.html,Sí,7.3,30315.0,2018-01-01,"['Antonio de la Torre', 'Josep Maria Pou', 'Nacho Fresneda', 'Ana Wagener', 'Mónica López', 'Bárbara Lennie', 'Luis Zahera', 'Francisco Reyes', 'María de Nati', 'Paco Revilla', 'Sonia Almarcha', 'David Lorente', 'Andrés Lima', 'Óscar de la Fuente', 'Laia Manzanares', 'Max Marieges']",['Rodrigo Sorogoyen'],"['Tornasol Films', 'Trianera PC AIE', 'Atresmedia Cine', 'Le Pacte', 'Mondex & Cie', 'Bowfinger International Pictures']",['España-Francia'],"['Thriller', 'Intriga', 'Drama', 'Política', 'Crimen']","['2018: 7 Premios Goya: incluyendo mejor director', 'guion y actor. 13 nom.', '2018: Festival de San Sebastián: Sección Oficial', '2018: Festival Internacional de Toronto TIFF: Sección World Contemporary Cinema', '2019: Premios Platino: Mejor actor (Antonio de la Torre) y montaje. 4 nominaciones', '2018: Premios Forqué: Mejor actor (Antonio de la Torre). 2 nominaciones', '2018: 5 Premios Feroz: incluyendo mejor película', 'director y actor. 10 nominaciones']",4552700.0,1932261.0,Antonio de la Torre
El crack,https://www.filmaffinity.com/es/film968154.html,Sí,7.3,11133.0,1981-01-01,"['Alfredo Landa', 'María Casanova', 'José Bódalo', 'Manuel Tejada', 'Miguel Rellán', 'Manuel Lorenzo', 'Raúl Fraire']",['José Luis Garci'],"['Nickel Odeon Dos', 'Acuarius Films']",[],"['Intriga', 'Cine negro', 'Neo-noir']",[],0.0,0.0,Alfredo Landa
La vaquilla,https://www.filmaffinity.com/es/film630958.html,Sí,7.3,16858.0,1985-01-01,"['Alfredo Landa', 'Guillermo Montesinos', 'Santiago Ramos', 'José Sacristán', 'Carles Velat', 'Eduardo Calvo', 'Violeta Cela', 'Agustín González', 'María Luisa Ponte', 'Juanjo Puigcorbé', 'Amelia de la Torre', 'Carlos Tristancho', 'Valeriano Andrés']",['Luis García Berlanga'],"['InCine S.A', 'Jet Films', 'Alfredo Matas']",[],"['Comedia', 'Guerra Civil Española', 'Toros']",[],0.0,0.0,Alfredo Landa
El laberinto del fauno,https://www.filmaffinity.com/es/film977734.html,Sí,7.3,119505.0,2006-01-01,"['Ivana Baquero', 'Sergi López', 'Maribel Verdú', 'Doug Jones', 'Ariadna Gil', 'Álex Angulo', 'Federico Luppi', 'Roger Casamajor', 'Fernando Tielve', 'Pepa Pedroche', 'José Luis Torrijo', 'Iván Massagué', 'César Vea']",['Guillermo del Toro'],"['Estudios Picasso', 'Tequila Gang', 'Telecinco', 'Sententia Entertainment', 'Esperanto Filmoj', 'Wild Bunch', 'Guillermo del Toro', 'Belén Atienza']",['España-México-Estados'],"['Fantástico', 'Drama', 'Thriller', 'Vida rural', 'Años 40', 'Posguerra española', 'Monstruos', 'Cuentos']","['2006: 3 Oscars: Mejor fotografía', 'dirección artística', 'maquillaje. 6 Nominaciones', '2006: Globos de oro: Nominada a Mejor película de habla no inglesa (México)', '2006: 3 Premios BAFTA: Mejor vestuario', 'maquillaje y película de habla no inglesa. 8 nom.', '2006: 7 Premios Goya', 'incluyendo guión original y actriz revelación (Baquero)', '2006: Festival de Cannes: Nominada a la Palma de Oro (mejor película)', '2006: Círculo de Críticos de Nueva York: Mejor fotografía']",19000000.0,83258226.0,Ivana Baquero
Mar adentro,https://www.filmaffinity.com/es/film936995.html,Sí,7.2,101980.0,2004-01-01,"['Javier Bardem', 'Belén Rueda', 'Lola Dueñas', 'Mabel Rivera', 'Clara Segura', 'Joan Dalmau', 'Tamar Novas', 'Josep Maria Pou', 'Celso Bugallo', 'Francesc Garrido']",['Alejandro Amenábar'],"['Sogecine', 'Himenóptero', 'UGC Images', 'Eyescreen', 'RTVE', 'Canal+ España', 'Televisión de Galicia (TVG)']",[],"['Drama', 'Basado en hechos reales', 'Discapacidad', 'Biográfico', 'Años 90']","['2004: Oscar: Mejor película habla no inglesa. 2 nominaciones', '2004: Globos de Oro: Mejor Película de habla no inglesa. 2 nominaciones', '2004: Festival de Venecia: León de Plata - Premio Especial del Jurado', 'Mejor Actor (Bardem)', '2004: Premios del Cine Europeo: Mejor Director', 'Mejor Actor (Bardem)', '2004: 14 Premios Goya', 'incluyendo mejor película', 'director', 'actor. 15 nominaciones', '2004: National Board of Review: Mejor película extranjera']",12806000.0,38535221.0,Javier Bardem
20.000 especies de abejas,https://www.filmaffinity.com/es/film514090.html,Sí,7.2,3740.0,2023-01-01,"['Sofía Otero', 'Patricia López Arnaiz', 'Ane Gabaraín', 'Itziar Lazkano', 'Martxelo Rubio', 'Sara Cózar', 'Miguel Garcés', 'Unax Hayden', 'Andere Garabieta']",['Estibaliz Urresola Solaguren'],"['Gariza Films', 'Inicia Films', 'ETB', 'ICAA', 'Movistar Plus+', 'RTVE']",[],"['Drama', 'Infancia', 'Transexualidad / transgénero']","['2023: Festival de Berlín: Oso de Plata - Mejor interpretación protag. (Sofía Otero)', '2023: Festival de Málaga: Biznaga de Oro y Mejor actriz de reparto (Arnaiz)']",2000000.0,455912.0,Sofía Otero
En 80 días,https://www.filmaffinity.com/es/film549533.html,Sí,7.2,1270.0,2010-01-01,"['Itziar Aizpuru', 'Mariasun Pagoaga', 'José Ramón Argoitia', 'Ane Gabaraín', 'Zorion Eguileor', 'Patricia López Arnaiz']",['José Mari Goenaga'],"['Irusoin', 'Moriarti Produkzioak']",[],"['Drama', 'Drama romántico', 'Vejez / Madurez', 'Homosexualidad']",[],0.0,0.0,Itziar Aizpuru
Cielo negro,https://www.filmaffinity.com/es/film455080.html,Sí,7.2,1578.0,1951-01-01,"['Susana Canales', 'Fernando Rey', 'Luis Prendes', 'Teresa Casal', 'Manuel Arbó', 'Rafael Bardem', 'Raúl Cancio', 'Porfiria Sanchiz', 'José Isbert', 'Manolo Morán', 'Casimiro Hurtado', 'Julia Caba Alba', 'Francisco Pierrá']",['Manuel Mur Oti'],['Intercontinental Films'],[],"['Drama', 'Discapacidad', 'Melodrama']",[],0.0,0.0,Susana Canales
"Los jueves, milagro",https://www.filmaffinity.com/es/film997032.html,Sí,7.2,5149.0,1957-01-01,"['José Isbert', 'Richard Basehart', 'Paolo Stoppa', 'Alberto Romea', 'Juan Calvo', 'José Luis López Vázquez', 'Félix Fernández', 'Manuel Alexandre', 'Mariano Ozores', 'Félix Briones']",['Luis García Berlanga'],"['Ariel P.C', 'Domiziana Internazionale Cinematografica']",['España-Italia'],"['Comedia', 'Fantástico', 'Sátira', 'Vida rural', 'Religión']",[],0.0,0.0,José Isbert
Arrebato,https://www.filmaffinity.com/es/film260556.html,Sí,7.2,11727.0,1979-01-01,"['Eusebio Poncela', 'Cecilia Roth', 'Will More', 'Marta Fernández-Muro', 'Carmen Giralt', 'Luis Ciges', 'Antonio Gasset', 'Helena Fernán-Gómez', 'Teresa Fernández Muro', 'Olvido Gara ""Alaska""']",['Iván Zulueta'],['Nicolás Astiarraga P.C.'],[],"['Intriga', 'Drama', 'Drogas', 'Cine experimental', 'Película de culto', 'Cine dentro del cine']","['1981: Fantasporto: Premio de la crítica', 'mejor actor y guión. Nominada a mejor película']",0.0,0.0,Eusebio Poncela
La escopeta nacional,https://www.filmaffinity.com/es/film608039.html,Sí,7.2,15710.0,1978-01-01,"['José Sazatornil', 'Luis Escobar', 'Antonio Ferrandis', 'José Luis López Vázquez', 'Rafael Alonso', 'Agustín González', 'Mónica Randall', 'Laly Soldevila', 'Félix Rotaeta', 'Amparo Soler Leal', 'Luis Ciges', 'Chus Lampreave', 'Bárbara Rey']",['Luis García Berlanga'],"['InCine S.A', 'Impala']",[],"['Comedia', 'Caza', 'Comedia negra']",[],0.0,1622164.0,José Sazatornil
Historias de la radio,https://www.filmaffinity.com/es/film233571.html,Sí,7.2,4555.0,1955-01-01,"['Francisco Rabal', 'Margarita Andrey', 'Tony Leblanc', 'José Luis Ozores', 'José Isbert', 'Ángel de Andrés', 'Alberto Romea', 'Guadalupe Muñoz Sampedro', 'José María Lado', 'Alberto Romea', 'Juanjo Menéndez', 'Juan Calvo', 'Pedro Porcel']",['José Luis Sáenz de Heredia'],['Chapalo Films'],[],"['Comedia', 'Radio', 'Película de episodios']",[],0.0,0.0,Francisco Rabal
Maixabel,https://www.filmaffinity.com/es/film375190.html,Sí,7.2,14771.0,2021-01-01,"['Blanca Portillo', 'Luis Tosar', 'Urko Olazabal', 'María Cerezuela', 'Arantxa Aranguren', 'Mikel Bustamante', 'Bruno Sevilla', 'Jone Laspiur', 'David Blanka']",['Icíar Bollaín'],"['Kowalski Films', 'Feel good Media', 'ETB', 'Movistar Plus+', 'RTVE']",[],"['Drama', 'Basado en hechos reales', 'Terrorismo', 'ETA']","['2021: 3 Premios Goya: Mejor actriz', 'mejor actor de reparto y mejor actriz revelación', '2021: Festival de San Sebastián: Premio Cine Vasco. Sección oficial a concurso', '2021: Premios Forqué: Mejor actriz y Premio al Cine y Educación en valores', '2021: Premios Feroz: Mejor película-drama y actor sec. (Olazabal). 8 nominaciones', '2022: Premios Platino: Mejor actriz (Blanca Portillo). 8 nominaciones']",0.0,0.0,Blanca Portillo
Salvador (Puig Antich),https://www.filmaffinity.com/es/film837419.html,Sí,7.2,24276.0,2006-01-01,"['Daniel Brühl', 'Tristán Ulloa', 'Leonardo Sbaraglia', 'Leonor Watling', 'Ingrid Rubio', 'Celso Bugallo', 'Mercedes Sampietro', 'Olalla Escribano', 'Carlota Olcina', 'Joel Joan', 'Bea Segura', 'Aida Folch', 'Biel Durán']",['Manuel Huerga'],"['Mediapro', 'Future Films']",[],"['Drama', 'Basado en hechos reales', 'Años 70', 'Drama carcelario', 'Biográfico']",['2006: 1 Premio Goya: guion original. 11 nominaciones.'],0.0,0.0,Daniel Brühl
¿Quién puede matar a un niño?,https://www.filmaffinity.com/es/film294646.html,Sí,7.2,13377.0,1976-01-01,"['Lewis Fiander', 'Prunella Ransome', 'Antonio Iranzo', 'Miguel Narros', 'María Luisa Arias', 'Marisa Porcel', 'María Druille', 'Lourdes de la Cámara', 'Roberto Nauta', 'Luis Ciges']",['Narciso Ibáñez Serrador'],['Penta Films'],[],"['Terror', 'Intriga', 'Thriller', 'Infancia', 'Película de culto']","['', '1977: Festival de cine fantástico de Avoriaz. 1 premio. 2 nominaciones']",0.0,0.0,Lewis Fiander
La voz dormida,https://www.filmaffinity.com/es/film184543.html,Sí,7.2,19931.0,2011-01-01,"['Inma Cuesta', 'María León', 'Marc Clotet', 'Daniel Holguín', 'Ana Wagener', 'Antonio Dechent', 'Javier Godino', 'Teresa Calo', 'Jesús Noguero', 'Miryam Gallego', 'Begoña Maestre', 'Fermí Reixach']",['Benito Zambrano'],['Warner Bros. España'],[],"['Drama', 'Posguerra española', 'Años 40']","['2011: 3 Premios Goya: Mejor actriz sec. (Wagener)', 'actriz rev. (León) y canción. 9 nom.', '2011: Festival de San Sebastián: Sección oficial a concurso', '2011: Premios Forqué: Nominada a Mejor película y mejor actriz (María León)']",4000000.0,0.0,Inma Cuesta
La isla mínima,https://www.filmaffinity.com/es/film575568.html,Sí,7.2,71962.0,2014-01-01,"['Raúl Arévalo', 'Javier Gutiérrez', 'Nerea Barros', 'Antonio de la Torre', 'Jesús Castro', 'Mercedes León', 'Manolo Solo', 'Jesús Carroza', 'Cecilia Villanueva', 'Salva Reina', 'Juan Carlos Villanueva', 'María Varod', 'Perico Cervantes']",['Alberto Rodríguez'],"['Atresmedia Cine', 'Atípica Films', 'Sacromonte Films']",[],"['Cine negro', 'Thriller', 'Policíaco', 'Años 80', 'Neo-noir', 'Crimen', 'Asesinos en serie', 'Secuestros / Desapariciones', 'Vida rural', 'Buddy Film']","['2014: 10 Premios Goya: incluyendo Mejor película', 'director y actor. 17 Nom.', '2015: Premios del Cine Europeo: Premio del Público al mejor film europeo', '2014: Festival de San Sebastián: Mejor actor (Gutiérrez) y fotografía', '2014: Premios Ariel: Nominada a Mejor película iberoamericana', '2014: Premios Feroz: Mejor película drama', 'director', 'actor', 'música', 'tráiler. 10 nom.', '2014: Premios Forqué: Mejor película y Mejor actor (Gutiérrez). 3 nominaciones']",4000000.0,5169755.0,Raúl Arévalo
Vida en sombras,https://www.filmaffinity.com/es/film176819.html,Sí,7.2,1494.0,1949-01-01,"['Fernando Fernán Gómez', 'María Dolores Pradera', 'Isabel de Pomés', 'Alfonso Estela', 'Arturo Cámara', 'Camino Garrigó', 'María Severini', 'Mary Santpere', 'Juan López', 'Félix de Pomés', 'Graciela Crespo', 'Fernando Sancho']",['Llorenç Llobet-Gràcia'],['Castilla Films'],[],"['Drama', 'Guerra Civil Española', 'Posguerra española', 'Cine dentro del cine']",[],0.0,0.0,Fernando Fernán Gómez
El nido,https://www.filmaffinity.com/es/film567167.html,Sí,7.2,2303.0,1980-01-01,"['Héctor Alterio', 'Ana Torrent', 'Luis Politti', 'Patricia Adriani', 'Mercedes Alonso', 'Agustín González', 'María Luisa Ponte', 'Amparo Baró', 'Luisa Rodrigo', 'Mauricio Calvo', 'Ovidi Montllor']",['Jaime de Armiñán'],"['A-Punto ELSA', 'Cinespania S.A.']",[],"['Drama', 'Naturaleza']","['1980: Nominada al Oscar: Mejor película de habla no inglesa', '1980: Festival de Montreal: Mejor actriz (Ana Torrent)']",0.0,0.0,Héctor Alterio
Orgullo,https://www.filmaffinity.com/es/film426398.html,Sí,7.2,784.0,1955-01-01,"['Marisa Prado', 'Alberto Ruschel', 'Eduardo Calvo', 'Beni Deus', 'Cándida Losada', 'Enrique Diosdado', 'Fernando Nogueras', 'Félix Fernández', 'Matilde Guarnerio', 'Xan das Bolas', 'Rufino Inglés']",['Manuel Mur Oti'],['Celta Films S.A'],[],"['Drama', 'Romance', 'Vida rural', 'Drama romántico']",[],0.0,0.0,Marisa Prado
Camino,https://www.filmaffinity.com/es/film373499.html,Sí,7.2,42620.0,2008-01-01,"['Nerea Camacho', 'Carme Elías', 'Mariano Venancio', 'Manuela Vellés', 'Ana Gracia', 'Lola Casamayor', 'Lucas Manzano', 'Juanma Lara', 'Pepe Ocio', 'Claudia Otero', 'Jordi Dauder', 'Emilio Gavira', 'Miriam Raya', 'Jan Cornet']",['Javier Fesser'],"['Películas Pendelton', 'Mediapro']",[],"['Drama', 'Basado en hechos reales', 'Enfermedad', 'Religión', 'Familia', 'Infancia']","['2008: 6 premios Goya: Mejor película', 'director', 'guión', 'actriz', 'actor sec. y actriz revelación', '2008: Premios Gaudí: Mejor película europea', '2008: Premios Forqué: Mejor película', '2008: Festival de San Sebastián. 1 nominación']",0.0,0.0,Nerea Camacho
Barrio,https://www.filmaffinity.com/es/film690962.html,Sí,7.2,30882.0,1998-01-01,"['Críspulo Cabezas', 'Timy', 'Eloi Yebra', 'Marieta Orozco', 'Alicia Sánchez', 'Enrique Villén', 'Francisco Algora', 'Chete Lera', 'Daniel Guzmán']",['Fernando León de Aranoa'],"['Sogetel', 'MGN Filmes', 'Elías Querejeta P.C.']",[],"['Drama', 'Adolescencia', 'Drama social', 'Amistad']","['1998: Festival de San Sebastián: Concha de Plata: mejor director', '1998: 3 Premios Goya: mejor director', 'guión y actriz revelación (Marieta Orozco)', '1998: Premios Forqué: Mejor película']",0.0,0.0,Críspulo Cabezas
Gartxot,https://www.filmaffinity.com/es/film348258.html,Sí,7.1,172.0,2011-01-01,['No se encontró información de reparto'],['Asisko Urmeneta'],['Somuga'],[],"['Animación', 'Drama', 'Música', 'Animación para adultos']",[],0.0,0.0,No se encontró información de reparto
